Cancer,geneA,geneB,p-Value,Log Odds Ratio,Association
Breast Cancer (Cell),FOXO4,CUX2,0.646821505,-0.2271197,Tendency towards mutual exclusivity
Breast Cancer (Cell),FOXO4,ARHGEF10L,0.462591991,-0.610909082,Tendency towards mutual exclusivity
Breast Cancer (Cell),FOXO4,TIAM1,0.14688396,0.761946235,Tendency towards co-occurrence
Breast Cancer (Cell),FOXO4,ZBTB33,0.580871837,0.016901811,Tendency towards co-occurrence
Breast Cancer (Cell),FOXO4,RALBP1,0.442895002,-0.296634684,Tendency towards mutual exclusivity
Breast Cancer (Cell),CUX2,ARHGEF10L,0.238884655,#NAME?,Tendency towards mutual exclusivity
Breast Cancer (Cell),CUX2,TIAM1,0.511760063,-0.515129019,Tendency towards mutual exclusivity
Breast Cancer (Cell),CUX2,ZBTB33,0.191196412,0.651277459,Tendency towards co-occurrence
Breast Cancer (Cell),CUX2,RALBP1,0.402067077,-0.46536325,Tendency towards mutual exclusivity
Breast Cancer (Cell),ARHGEF10L,TIAM1,0.00580892,1.361753252,Tendency towards co-occurrence(Significant)
Breast Cancer (Cell),ARHGEF10L,ZBTB33,0.224924939,0.497838428,Tendency towards co-occurrence
Breast Cancer (Cell),ARHGEF10L,RALBP1,0.563385938,-0.088455421,Tendency towards mutual exclusivity
Breast Cancer (Cell),TIAM1,ZBTB33,0.550857397,0.041574757,Tendency towards co-occurrence
Breast Cancer (Cell),TIAM1,RALBP1,0.122074089,0.569094532,Tendency towards co-occurrence
Breast Cancer (Cell),ZBTB33,RALBP1,0.289013372,0.274611427,Tendency towards co-occurrence
Breast Cancer (Nature),PTPN6,COL18A1,0.636230167,-0.078893942,Tendency towards mutual exclusivity
Breast Cancer (Nature),PTPN6,FOXO4,0.806267448,#NAME?,Tendency towards mutual exclusivity
Breast Cancer (Nature),PTPN6,CUX2,0.806267448,#NAME?,Tendency towards mutual exclusivity
Breast Cancer (Nature),PTPN6,ARHGEF10L,0.423290182,0.288793801,Tendency towards co-occurrence
Breast Cancer (Nature),PTPN6,TIAM1,0.095299441,0.976762554,Tendency towards co-occurrence
Breast Cancer (Nature),PTPN6,ZBTB33,0.930885529,#NAME?,Tendency towards mutual exclusivity
Breast Cancer (Nature),PTPN6,RALBP1,0.489006625,-0.237907172,Tendency towards mutual exclusivity
Breast Cancer (Nature),COL18A1,FOXO4,0.811905682,#NAME?,Tendency towards mutual exclusivity
Breast Cancer (Nature),COL18A1,CUX2,0.811905682,#NAME?,Tendency towards mutual exclusivity
Breast Cancer (Nature),COL18A1,ARHGEF10L,0.066539081,0.982982106,Tendency towards co-occurrence
Breast Cancer (Nature),COL18A1,TIAM1,0.248352653,0.644628719,Tendency towards co-occurrence
Breast Cancer (Nature),COL18A1,ZBTB33,0.933045356,#NAME?,Tendency towards mutual exclusivity
Breast Cancer (Nature),COL18A1,RALBP1,0.515639372,-0.200194618,Tendency towards mutual exclusivity
Breast Cancer (Nature),FOXO4,CUX2,0.980645643,#NAME?,Tendency towards mutual exclusivity
Breast Cancer (Nature),FOXO4,ARHGEF10L,0.79506941,#NAME?,Tendency towards mutual exclusivity
Breast Cancer (Nature),FOXO4,TIAM1,0.008799758,3.592735594,Tendency towards co-occurrence(Significant)
Breast Cancer (Nature),FOXO4,ZBTB33,0.993520518,#NAME?,Tendency towards mutual exclusivity
Breast Cancer (Nature),FOXO4,RALBP1,0.693814602,#NAME?,Tendency towards mutual exclusivity
Breast Cancer (Nature),CUX2,ARHGEF10L,0.79506941,#NAME?,Tendency towards mutual exclusivity
Breast Cancer (Nature),CUX2,TIAM1,0.840491433,#NAME?,Tendency towards mutual exclusivity
Breast Cancer (Nature),CUX2,ZBTB33,0.993520518,#NAME?,Tendency towards mutual exclusivity
Breast Cancer (Nature),CUX2,RALBP1,0.306185398,1.366876275,Tendency towards co-occurrence
Breast Cancer (Nature),ARHGEF10L,TIAM1,0.585815427,0.053244515,Tendency towards co-occurrence
Breast Cancer (Nature),ARHGEF10L,ZBTB33,0.926565875,#NAME?,Tendency towards mutual exclusivity
Breast Cancer (Nature),ARHGEF10L,RALBP1,0.029362554,0.965325066,Tendency towards co-occurrence(Significant)
Breast Cancer (Nature),TIAM1,ZBTB33,0.943844492,#NAME?,Tendency towards mutual exclusivity
Breast Cancer (Nature),TIAM1,RALBP1,0.020204688,1.141537333,Tendency towards co-occurrence(Significant)
Breast Cancer (Nature),ZBTB33,RALBP1,0.885529158,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,PTPN6,COL18A1,0.798666298,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,PTPN6,FOXO4,0.851825589,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,PTPN6,CUX2,0.320663733,1.054734282,Tendency towards co-occurrence
LGG+GBM,PTPN6,ARHGEF10L,0.879663027,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,PTPN6,TIAM1,0.798666298,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,PTPN6,ZBTB33,0.879663027,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,PTPN6,RALBP1,0.908372656,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,COL18A1,FOXO4,0.956582241,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,COL18A1,CUX2,0.898517453,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,COL18A1,ARHGEF10L,0.965134061,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,COL18A1,TIAM1,0.001371541,4.136126096,Tendency towards co-occurrence(Significant)
LGG+GBM,COL18A1,ZBTB33,0.965134061,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,COL18A1,RALBP1,0.97375133,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,FOXO4,CUX2,0.926503359,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,FOXO4,ARHGEF10L,0.975001187,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,FOXO4,TIAM1,0.956582241,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,FOXO4,ZBTB33,0.024998813,4.182050143,Tendency towards co-occurrence(Significant)
LGG+GBM,FOXO4,RALBP1,0.981203484,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,CUX2,ARHGEF10L,0.059206101,3.161503484,Tendency towards co-occurrence
LGG+GBM,CUX2,TIAM1,0.898517453,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,CUX2,ZBTB33,0.940793899,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,CUX2,RALBP1,0.955286231,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,ARHGEF10L,TIAM1,0.965134061,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,ARHGEF10L,ZBTB33,0.979963025,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,ARHGEF10L,RALBP1,0.984943777,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,TIAM1,ZBTB33,0.965134061,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,TIAM1,RALBP1,0.97375133,#NAME?,Tendency towards mutual exclusivity
LGG+GBM,ZBTB33,RALBP1,0.984943777,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Cell),PTPN6,COL18A1,0.394107193,0.828813046,Tendency towards co-occurrence
Glioblastoma (Cell),PTPN6,FOXO4,0.24665656,1.46999338,Tendency towards co-occurrence
Glioblastoma (Cell),PTPN6,CUX2,0.323991761,1.102309151,Tendency towards co-occurrence
Glioblastoma (Cell),PTPN6,ARHGEF10L,0.02040358,2.624668592,Tendency towards co-occurrence(Significant)
Glioblastoma (Cell),PTPN6,TIAM1,0.02040358,2.624668592,Tendency towards co-occurrence(Significant)
Glioblastoma (Cell),PTPN6,ZBTB33,0.780837726,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Cell),PTPN6,RALBP1,0.868824448,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Cell),COL18A1,FOXO4,0.670724649,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Cell),COL18A1,CUX2,0.575705977,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Cell),COL18A1,ARHGEF10L,0.705502964,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Cell),COL18A1,TIAM1,0.294497036,1.245409994,Tendency towards co-occurrence
Glioblastoma (Cell),COL18A1,ZBTB33,0.705502964,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Cell),COL18A1,RALBP1,0.820145281,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Cell),FOXO4,CUX2,0.002045473,3.026503932,Tendency towards co-occurrence(Significant)
Glioblastoma (Cell),FOXO4,ARHGEF10L,0.012995755,2.919570913,Tendency towards co-occurrence(Significant)
Glioblastoma (Cell),FOXO4,TIAM1,0.178978451,1.886347888,Tendency towards co-occurrence
Glioblastoma (Cell),FOXO4,ZBTB33,0.012995755,2.919570913,Tendency towards co-occurrence(Significant)
Glioblastoma (Cell),FOXO4,RALBP1,0.89396101,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Cell),CUX2,ARHGEF10L,0.024647538,2.503255788,Tendency towards co-occurrence(Significant)
Glioblastoma (Cell),CUX2,TIAM1,0.238613747,1.518783544,Tendency towards co-occurrence
Glioblastoma (Cell),CUX2,ZBTB33,0.761386253,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Cell),CUX2,RALBP1,0.85645684,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Cell),ARHGEF10L,TIAM1,0.00986119,3.105483138,Tendency towards co-occurrence(Significant)
Glioblastoma (Cell),ARHGEF10L,ZBTB33,0.000288969,3.96081317,Tendency towards co-occurrence(Significant)
Glioblastoma (Cell),ARHGEF10L,RALBP1,0.906731882,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Cell),TIAM1,ZBTB33,0.158230614,2.044102175,Tendency towards co-occurrence
Glioblastoma (Cell),TIAM1,RALBP1,0.906731882,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Cell),ZBTB33,RALBP1,0.093268118,2.747982911,Tendency towards co-occurrence
Glioblastoma (Nature),PTPN6,COL18A1,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),PTPN6,FOXO4,0.978021978,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Nature),PTPN6,CUX2,0.956288156,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Nature),PTPN6,ARHGEF10L,0.956288156,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Nature),PTPN6,TIAM1,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),PTPN6,ZBTB33,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),PTPN6,RALBP1,0.978021978,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Nature),COL18A1,FOXO4,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),COL18A1,CUX2,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),COL18A1,ARHGEF10L,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),COL18A1,TIAM1,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),COL18A1,ZBTB33,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),COL18A1,RALBP1,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),FOXO4,CUX2,0.978021978,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Nature),FOXO4,ARHGEF10L,0.978021978,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Nature),FOXO4,TIAM1,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),FOXO4,ZBTB33,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),FOXO4,RALBP1,0.989010989,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Nature),CUX2,ARHGEF10L,0.956288156,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Nature),CUX2,TIAM1,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),CUX2,ZBTB33,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),CUX2,RALBP1,0.978021978,#NAME?,Tendency towards mutual exclusivity
Glioblastoma (Nature),ARHGEF10L,TIAM1,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),ARHGEF10L,ZBTB33,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),ARHGEF10L,RALBP1,0.021978022,Infinity,Tendency towards co-occurrence(Significant)
Glioblastoma (Nature),TIAM1,ZBTB33,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),TIAM1,RALBP1,1,Infinity,Tendency towards co-occurrence
Glioblastoma (Nature),ZBTB33,RALBP1,1,Infinity,Tendency towards co-occurrence
Stomach +Esophageal Cancer,PTPN6,COL18A1,0.223899522,1.642227735,Tendency towards co-occurrence
Stomach +Esophageal Cancer,PTPN6,FOXO4,0.962550029,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,PTPN6,CUX2,0.208252335,1.733263263,Tendency towards co-occurrence
Stomach +Esophageal Cancer,PTPN6,ARHGEF10L,0.807646213,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,PTPN6,TIAM1,0.701531048,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,PTPN6,ZBTB33,0.891015771,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,PTPN6,RALBP1,0.745548239,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,COL18A1,FOXO4,0.904116638,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,COL18A1,CUX2,0.460359171,0.601995011,Tendency towards co-occurrence
Stomach +Esophageal Cancer,COL18A1,ARHGEF10L,0.568750085,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,COL18A1,TIAM1,0.049080872,1.556037136,Tendency towards co-occurrence(Significant)
Stomach +Esophageal Cancer,COL18A1,ZBTB33,0.262704546,1.415043774,Tendency towards co-occurrence
Stomach +Esophageal Cancer,COL18A1,RALBP1,0.539641553,0.348306694,Tendency towards co-occurrence
Stomach +Esophageal Cancer,FOXO4,CUX2,0.911320755,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,FOXO4,ARHGEF10L,0.918553459,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,FOXO4,TIAM1,0.868524871,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,FOXO4,ZBTB33,0.955145798,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,FOXO4,RALBP1,0.889794168,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,CUX2,ARHGEF10L,0.082403763,1.690505736,Tendency towards co-occurrence
Stomach +Esophageal Cancer,CUX2,TIAM1,0.039445013,1.665608184,Tendency towards co-occurrence(Significant)
Stomach +Esophageal Cancer,CUX2,ZBTB33,0.244794535,1.506095561,Tendency towards co-occurrence
Stomach +Esophageal Cancer,CUX2,RALBP1,0.489372635,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,ARHGEF10L,TIAM1,0.545841273,0.332261704,Tendency towards co-occurrence
Stomach +Esophageal Cancer,ARHGEF10L,ZBTB33,0.773476565,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,ARHGEF10L,RALBP1,0.479913601,0.538996501,Tendency towards co-occurrence
Stomach +Esophageal Cancer,TIAM1,ZBTB33,0.347036486,1.04628647,Tendency towards co-occurrence
Stomach +Esophageal Cancer,TIAM1,RALBP1,0.337855356,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,ZBTB33,RALBP1,0.702535841,#NAME?,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,PTPN6,COL18A1,0.584166763,0.072320662,Tendency towards co-occurrence
Stomach Adenocarcinoma,PTPN6,FOXO4,0.558001136,-0.435318071,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,PTPN6,CUX2,0.483920114,-0.588810206,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,PTPN6,ARHGEF10L,0.671349595,-0.013986242,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,PTPN6,TIAM1,0.527335983,-0.277925898,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,PTPN6,ZBTB33,0.287402746,0.587786665,Tendency towards co-occurrence
Stomach Adenocarcinoma,PTPN6,RALBP1,0.084423321,#NAME?,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,COL18A1,FOXO4,0.088725152,#NAME?,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,COL18A1,CUX2,0.088781981,0.930542755,Tendency towards co-occurrence
Stomach Adenocarcinoma,COL18A1,ARHGEF10L,0.640430457,-0.014528101,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,COL18A1,TIAM1,0.460473638,-0.287682072,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,COL18A1,ZBTB33,0.557482352,0.075223421,Tendency towards co-occurrence
Stomach Adenocarcinoma,COL18A1,RALBP1,0.438222785,0.231801614,Tendency towards co-occurrence
Stomach Adenocarcinoma,FOXO4,CUX2,0.395202121,-0.765250474,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,FOXO4,ARHGEF10L,0.070228976,1.020087526,Tendency towards co-occurrence
Stomach Adenocarcinoma,FOXO4,TIAM1,0.333202725,0.410355093,Tendency towards co-occurrence
Stomach Adenocarcinoma,FOXO4,ZBTB33,0.088725152,#NAME?,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,FOXO4,RALBP1,0.00772574,1.444563269,Tendency towards co-occurrence(Significant)
Stomach Adenocarcinoma,CUX2,ARHGEF10L,0.216563132,-1.139822557,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,CUX2,TIAM1,0.228876788,0.544217708,Tendency towards co-occurrence
Stomach Adenocarcinoma,CUX2,ZBTB33,0.026645561,1.218157439,Tendency towards co-occurrence(Significant)
Stomach Adenocarcinoma,CUX2,RALBP1,0.159195182,0.701880861,Tendency towards co-occurrence
Stomach Adenocarcinoma,ARHGEF10L,TIAM1,0.086779338,0.785889232,Tendency towards co-occurrence
Stomach Adenocarcinoma,ARHGEF10L,ZBTB33,0.169685494,0.673060422,Tendency towards co-occurrence
Stomach Adenocarcinoma,ARHGEF10L,RALBP1,0.129389559,0.711374694,Tendency towards co-occurrence
Stomach Adenocarcinoma,TIAM1,ZBTB33,0.020220116,1.116004031,Tendency towards co-occurrence(Significant)
Stomach Adenocarcinoma,TIAM1,RALBP1,0.472225457,0.152613401,Tendency towards co-occurrence
Stomach Adenocarcinoma,ZBTB33,RALBP1,0.317980348,-0.623621118,Tendency towards mutual exclusivity
Head and Neck Cancer,PTPN6,COL18A1,0.160846764,1.211940974,Tendency towards co-occurrence
Head and Neck Cancer,PTPN6,FOXO4,0.013834163,1.773848543,Tendency towards co-occurrence(Significant)
Head and Neck Cancer,PTPN6,CUX2,0.698841289,-0.104543856,Tendency towards mutual exclusivity
Head and Neck Cancer,PTPN6,ARHGEF10L,0.675049458,-0.165792255,Tendency towards mutual exclusivity
Head and Neck Cancer,PTPN6,TIAM1,0.324950542,0.653141846,Tendency towards co-occurrence
Head and Neck Cancer,PTPN6,ZBTB33,0.009427899,1.673153727,Tendency towards co-occurrence(Significant)
Head and Neck Cancer,PTPN6,RALBP1,0.145907167,#NAME?,Tendency towards mutual exclusivity
Head and Neck Cancer,COL18A1,FOXO4,0.4629175,#NAME?,Tendency towards mutual exclusivity
Head and Neck Cancer,COL18A1,CUX2,0.558284829,0.290352301,Tendency towards co-occurrence
Head and Neck Cancer,COL18A1,ARHGEF10L,0.578593572,0.229185866,Tendency towards co-occurrence
Head and Neck Cancer,COL18A1,TIAM1,0.421406428,#NAME?,Tendency towards mutual exclusivity
Head and Neck Cancer,COL18A1,ZBTB33,0.275903069,0.800777845,Tendency towards co-occurrence
Head and Neck Cancer,COL18A1,RALBP1,0.360273641,0.575364145,Tendency towards co-occurrence
Head and Neck Cancer,FOXO4,CUX2,0.08659702,1.260893095,Tendency towards co-occurrence
Head and Neck Cancer,FOXO4,ARHGEF10L,0.098928151,1.192297773,Tendency towards co-occurrence
Head and Neck Cancer,FOXO4,TIAM1,0.324950542,0.653141846,Tendency towards co-occurrence
Head and Neck Cancer,FOXO4,ZBTB33,0.04691145,1.314550456,Tendency towards co-occurrence(Significant)
Head and Neck Cancer,FOXO4,RALBP1,0.453309872,-0.649472117,Tendency towards mutual exclusivity
Head and Neck Cancer,CUX2,ARHGEF10L,0.648629856,-0.230523659,Tendency towards mutual exclusivity
Head and Neck Cancer,CUX2,TIAM1,0.351370144,0.58451334,Tendency towards co-occurrence
Head and Neck Cancer,CUX2,ZBTB33,0.471679102,0.305979557,Tendency towards co-occurrence
Head and Neck Cancer,CUX2,RALBP1,0.283872547,0.592051064,Tendency towards co-occurrence
Head and Neck Cancer,ARHGEF10L,TIAM1,0.030994511,1.471452169,Tendency towards co-occurrence(Significant)
Head and Neck Cancer,ARHGEF10L,ZBTB33,0.170414986,#NAME?,Tendency towards mutual exclusivity
Head and Neck Cancer,ARHGEF10L,RALBP1,0.61072859,0.015135424,Tendency towards co-occurrence
Head and Neck Cancer,TIAM1,ZBTB33,0.501697953,0.241162057,Tendency towards co-occurrence
Head and Neck Cancer,TIAM1,RALBP1,0.120744394,0.918953849,Tendency towards co-occurrence
Head and Neck Cancer,ZBTB33,RALBP1,0.25835964,-1.042748709,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,PTPN6,COL18A1,0.937519348,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,PTPN6,FOXO4,0.962125151,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,PTPN6,CUX2,1,Infinity,Tendency towards co-occurrence
Kidney Clear Cell Carcinoma,PTPN6,ARHGEF10L,0.949758504,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,PTPN6,TIAM1,0.962125151,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,PTPN6,ZBTB33,0.889817947,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,PTPN6,RALBP1,0.937519348,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,COL18A1,FOXO4,0.000389453,5.550372261,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,COL18A1,CUX2,1,Infinity,Tendency towards co-occurrence
Kidney Clear Cell Carcinoma,COL18A1,ARHGEF10L,0.000774907,4.854631046,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,COL18A1,TIAM1,0.962125151,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,COL18A1,ZBTB33,0.004530846,3.588795996,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,COL18A1,RALBP1,0.001284872,4.446565156,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,FOXO4,CUX2,1,Infinity,Tendency towards co-occurrence
Kidney Clear Cell Carcinoma,FOXO4,ARHGEF10L,0.03037777,4.1640779,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,FOXO4,TIAM1,0.977158154,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,FOXO4,ZBTB33,0.067476723,3.170210653,Tendency towards co-occurrence
Kidney Clear Cell Carcinoma,FOXO4,RALBP1,0.000389453,5.550372261,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,CUX2,ARHGEF10L,1,Infinity,Tendency towards co-occurrence
Kidney Clear Cell Carcinoma,CUX2,TIAM1,1,Infinity,Tendency towards co-occurrence
Kidney Clear Cell Carcinoma,CUX2,ZBTB33,1,Infinity,Tendency towards co-occurrence
Kidney Clear Cell Carcinoma,CUX2,RALBP1,1,Infinity,Tendency towards co-occurrence
Kidney Clear Cell Carcinoma,ARHGEF10L,TIAM1,0.96962223,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,ARHGEF10L,ZBTB33,0.002751457,3.996889226,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,ARHGEF10L,RALBP1,0.000774907,4.854631046,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,TIAM1,ZBTB33,0.932523277,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,TIAM1,RALBP1,0.037874849,3.873801793,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,ZBTB33,RALBP1,0.110182053,2.471800302,Tendency towards co-occurrence
Lung Adenocarcinoma,PTPN6,COL18A1,0.53191518,0.092742052,Tendency towards co-occurrence
Lung Adenocarcinoma,PTPN6,FOXO4,0.54763539,-0.244883538,Tendency towards mutual exclusivity
Lung Adenocarcinoma,PTPN6,CUX2,0.367246635,0.432864082,Tendency towards co-occurrence
Lung Adenocarcinoma,PTPN6,ARHGEF10L,0.076890213,1.012682578,Tendency towards co-occurrence
Lung Adenocarcinoma,PTPN6,TIAM1,0.627545976,-0.005763705,Tendency towards mutual exclusivity
Lung Adenocarcinoma,PTPN6,ZBTB33,0.573529883,-0.122167634,Tendency towards mutual exclusivity
Lung Adenocarcinoma,PTPN6,RALBP1,0.53191518,0.092742052,Tendency towards co-occurrence
Lung Adenocarcinoma,COL18A1,FOXO4,0.298255158,0.571084815,Tendency towards co-occurrence
Lung Adenocarcinoma,COL18A1,CUX2,0.475062279,-0.610909082,Tendency towards mutual exclusivity
Lung Adenocarcinoma,COL18A1,ARHGEF10L,0.029819442,1.337504197,Tendency towards co-occurrence(Significant)
Lung Adenocarcinoma,COL18A1,TIAM1,0.141396409,-1.338562958,Tendency towards mutual exclusivity
Lung Adenocarcinoma,COL18A1,ZBTB33,0.502536854,-0.319942935,Tendency towards mutual exclusivity
Lung Adenocarcinoma,COL18A1,RALBP1,0.411947407,-0.470003629,Tendency towards mutual exclusivity
Lung Adenocarcinoma,FOXO4,CUX2,0.304246144,#NAME?,Tendency towards mutual exclusivity
Lung Adenocarcinoma,FOXO4,ARHGEF10L,0.636318148,-0.261973716,Tendency towards mutual exclusivity
Lung Adenocarcinoma,FOXO4,TIAM1,0.00912167,1.555095171,Tendency towards co-occurrence(Significant)
Lung Adenocarcinoma,FOXO4,ZBTB33,0.52581112,0.198069914,Tendency towards co-occurrence
Lung Adenocarcinoma,FOXO4,RALBP1,0.298255158,0.571084815,Tendency towards co-occurrence
Lung Adenocarcinoma,CUX2,ARHGEF10L,0.694109294,-0.118341227,Tendency towards mutual exclusivity
Lung Adenocarcinoma,CUX2,TIAM1,0.092972299,1.062618686,Tendency towards co-occurrence
Lung Adenocarcinoma,CUX2,ZBTB33,0.009821955,1.69968479,Tendency towards co-occurrence(Significant)
Lung Adenocarcinoma,CUX2,RALBP1,0.232258531,0.735706795,Tendency towards co-occurrence
Lung Adenocarcinoma,ARHGEF10L,TIAM1,0.359266701,-0.842678915,Tendency towards mutual exclusivity
Lung Adenocarcinoma,ARHGEF10L,ZBTB33,0.47418888,-0.611357748,Tendency towards mutual exclusivity
Lung Adenocarcinoma,ARHGEF10L,RALBP1,0.109410879,0.982575978,Tendency towards co-occurrence
Lung Adenocarcinoma,TIAM1,ZBTB33,0.128575172,0.798507696,Tendency towards co-occurrence
Lung Adenocarcinoma,TIAM1,RALBP1,0.192204636,0.62791829,Tendency towards co-occurrence
Lung Adenocarcinoma,ZBTB33,RALBP1,0.099139852,0.900290391,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,PTPN6,COL18A1,0.440365052,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,PTPN6,FOXO4,0.261352816,1.603168299,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,PTPN6,CUX2,0.170741135,1.236762627,Tendency towards co-occurrence
